"23569","PADI4","1","17379998","17435801","+","NT_004610.17","459034","514837","+","GENE","reference","-","-1","23569"
"353238","PADI6","1","17444047","17473265","+","NT_004610.17","523083","552301","+","GENE","reference","-","-1","353238"
"55920","TD-60","1","17478585","17511526","-","NT_004610.17","557621","590562","-","GENE","reference","-","-1","55920"
"55160","FLJ10521","1","17611636","17769669","+","NT_004610.17","690672","848705","+","GENE","reference","-","-1","55160"
"81569","LOC81569","1","17827150","17898864","+","NT_004610.17","906186","977900","+","GENE","reference","-","-1","81569"
"84966","MGC15730","1","18179546","18450282","+","NT_004610.17","1258582","1529318","+","GENE","reference","-","-1","84966"
"127707","FLJ38753","1","18553172","18555605","+","NT_004610.17","1632208","1634641","+","GENE","reference","-","-1","127707"
"391012","LOC391012","1","18584918","18585187","+","NT_004610.17","1663954","1664223","+","GENE","reference","-","4","391012"
"5081","PAX7","1","18702806","18807938","+","NT_004610.17","1781842","1886974","+","GENE","reference","-","-1","5081"
"80834","TAS1R2","1","18911399","18931461","-","NT_004610.17","1990435","2010497","-","GENE","reference","-","-1","80834"
"8659","ALDH4A1","1","18943232","18974378","-","NT_004610.17","2022268","2053414","-","GENE","reference","-","-1","8659"
"148490","LOC148490","1","19143910","19145791","-","NT_004610.17","2222946","2224827","-","GENE","reference","-","-1","148490"
"23352","RBAF600","1","19146632","19282048","-","NT_004610.17","2225668","2361084","-","GENE","reference","-","-1","23352"
"23065","KIAA0090","1","19289891","19323352","-","NT_004610.17","2368927","2402388","-","GENE","reference","-","-1","23065"
"51154","C1ORF33","1","19323605","19331064","+","NT_004610.17","2402641","2410100","+","GENE","reference","-","-1","51154"
"246181","AFAR3","1","19337784","19345741","-","NT_004610.17","2416820","2424777","-","GENE","reference","-","-1","246181"
"22977","AKR7A3","1","19354363","19360586","-","NT_004610.17","2433399","2439622","-","GENE","reference","-","-1","22977"
"8574","AKR7A2","1","19375770","19383946","-","NT_004610.17","2454806","2462982","-","GENE","reference","-","-1","8574"
"54896","PQLC2","1","19384126","19404228","+","NT_004610.17","2463162","2483264","+","GENE","reference","-","-1","54896"
"832","CAPZB","1","19411070","19491551","-","NT_004610.17","2490106","2570587","-","GENE","reference","-","-1","832"
"440574","LOC440574","1","19653845","19698434","+","NT_004610.17","2732881","2777470","+","GENE","reference","-","1","440574"
"4681","NBL1","1","19715032","19730251","+","NT_004610.17","2794068","2809287","+","GENE","reference","-","-1","4681"
"3362","HTR6","1","19737086","19751361","+","NT_004610.17","2816122","2830397","+","GENE","reference","-","-1","3362"
"255104","LOC255104","1","19754039","19871716","-","NT_004610.17","2833075","2950752","-","GENE","reference","-","-1","255104"
"54546","FLJ20225","1","19885829","19887077","-","NT_004610.17","2964865","2966113","-","GENE","reference","-","-1","54546"
"254897","LOC254897","1","19954088","19969614","+","NT_004610.17","3033124","3048650","+","GENE","reference","-","2","254897"
"23252","KIAA0459","1","19976123","19984735","+","NT_004610.17","3055159","3063771","+","GENE","reference","-","-1","23252"
"30814","PLA2G2E","1","19992106","19995416","-","NT_004610.17","3071142","3074452","-","GENE","reference","-","-1","30814"
"5320","PLA2G2A","1","20047240","20052215","-","NT_004610.17","3126276","3131251","-","GENE","reference","-","-1","5320"
"5322","PLA2G5","1","20142144","20162959","+","NT_004610.17","3221180","3241995","+","GENE","reference","-","-1","5322"
"26279","PLA2G2D","1","20183742","20191314","-","NT_004610.17","3262778","3270350","-","GENE","reference","-","-1","26279"
"64600","PLA2G2F","1","20211978","20220200","+","NT_004610.17","3291014","3299236","+","GENE","reference","-","-1","64600"
"391013","LOC391013","1","20235790","20246993","-","NT_004610.17","3314826","3326029","-","GENE","reference","-","4","391013"
"127733","UBXD3","1","20257884","20265248","+","NT_004610.17","3336920","3344284","+","GENE","reference","-","-1","127733"
"127731","FLJ32784","1","20404714","20426050","+","NT_004610.17","3483750","3505086","+","GENE","reference","-","-1","127731"
"339505","LOC339505","1","20432378","20500581","-","NT_004610.17","3511414","3579617","-","GENE","reference","-","-1","339505"
"55450","CAMKIINALPHA","1","20555242","20557578","-","NT_004610.17","3634278","3636614","-","GENE","reference","-","-1","55450"
"79594","FLJ12875","1","20571249","20579960","-","NT_004610.17","3650285","3658996","-","GENE","reference","-","-1","79594"
"441878","LOC441878","1","20597840","20624610","+","NT_004610.17","3676876","3703646","+","GENE","reference","-","5","441878"
"163933","FLJ44952","1","20624238","20626806","+","NT_004610.17","3703274","3705842","+","GENE","reference","-","-1","163933"
"978","CDA","1","20660839","20690702","+","NT_004610.17","3739875","3769738","+","GENE","reference","-","-1","978"
"65018","PINK1","1","20705254","20723310","+","NT_004610.17","3784290","3802346","+","GENE","reference","-","-1","65018"
"1650","DDOST","1","20723613","20733250","-","NT_004610.17","3802649","3812286","-","GENE","reference","-","-1","1650"
"57576","KIF17","1","20735815","20789816","-","NT_004610.17","3814851","3868852","-","GENE","reference","-","-1","57576"
"400745","LOC400745","1","20791531","20804439","-","NT_004610.17","3870567","3883475","-","GENE","reference","-","-1","400745"
"50809","HP1-BP74","1","20814929","20852309","-","NT_004610.17","3893965","3931345","-","GENE","reference","-","-1","50809"
"8672","EIF4G3","1","20878278","21122793","-","NT_004610.17","3957314","4201829","-","GENE","reference","-","-1","8672"
"388604","LOC388604","1","21248104","21249219","-","NT_004610.17","4327140","4328255","-","GENE","reference","-","2","388604"
"1889","ECE1","1","21291658","21362213","-","NT_004610.17","4370694","4441249","-","GENE","reference","-","-1","1889"
"391014","LOC391014","1","21362256","21470166","+","NT_004610.17","4441292","4549202","+","GENE","reference","-","4","391014"
"343381","LOC343381","1","21483286","21499568","-","NT_004610.17","4562322","4578604","-","GENE","reference","-","4","343381"
"388605","LOC388605","1","21499986","21502039","+","NT_004610.17","4579022","4581075","+","GENE","reference","-","1","388605"
"391016","LOC391016","1","21501962","21509413","+","NT_004610.17","4580998","4588449","+","GENE","reference","-","4","391016"
"84224","AE2","1","21511937","21556699","+","NT_004610.17","4590973","4635735","+","GENE","reference","-","-1","84224"
"249","ALPL","1","21581175","21650208","+","NT_004610.17","4660211","4729244","+","GENE","reference","-","-1","249"
"5909","RAP1GA1","1","21668021","21741105","-","NT_004610.17","4747057","4820141","-","GENE","reference","-","-1","5909"
"84196","USP48","1","21750394","21854896","-","NT_004610.17","4829430","4933932","-","GENE","reference","-","-1","84196"
"401944","LOC401944","1","21884251","21894423","+","NT_004610.17","4963287","4973459","+","GENE","reference","-","4","401944"
"3339","HSPG2","1","21894543","21968109","-","NT_004610.17","4973579","5047145","-","GENE","reference","-","-1","3339"
"440575","LOC440575","1","21979853","21981114","+","NT_004610.17","5058889","5060150","+","GENE","reference","-","2","440575"
"23436","ELA3B","1","22048821","22061143","+","NT_004610.17","5127857","5140179","+","GENE","reference","-","-1","23436"
"10136","ELA3A","1","22073459","22084335","+","NT_004610.17","5152495","5163371","+","GENE","reference","-","-1","10136"
"998","CDC42","1","22124488","22164742","+","NT_004610.17","5203524","5243778","+","GENE","reference","-","-1","998"
"54361","WNT4","1","22191505","22214916","-","NT_004610.17","5270541","5293952","-","GENE","reference","-","-1","54361"
"343384","LOC343384","1","22394639","22409656","-","NT_004610.17","5473675","5488692","-","GENE","reference","-","4","343384"
"9923","KIAA0478","1","22523656","22600286","+","NT_004610.17","5602692","5679322","+","GENE","reference","-","-1","9923"
"2046","EPHA8","1","22635323","22675393","+","NT_004610.17","5714359","5754429","+","GENE","reference","-","-1","2046"
"712","C1QA","1","22709406","22711407","+","NT_004610.17","5788442","5790443","+","GENE","reference","-","-1","712"
"714","C1QG","1","22715432","22719908","+","NT_004610.17","5794468","5798944","+","GENE","reference","-","-1","714"
"713","C1QB","1","22731193","22733433","+","NT_004610.17","5810229","5812469","+","GENE","reference","-","-1","713"
"2048","EPHB2","1","22782764","22987098","+","NT_004610.17","5861800","6066134","+","GENE","reference","-","-1","2048"
"127309","LOC127309","1","23082634","23085873","-","NT_004610.17","6161670","6164909","-","GENE","reference","-","2","127309"
"23028","AOF2","1","23091326","23155488","+","NT_004610.17","6170362","6234524","+","GENE","reference","-","-1","23028"
"7798","LUZP1","1","23161577","23240630","-","NT_004610.17","6240613","6319666","-","GENE","reference","-","-1","7798"
"3352","HTR1D","1","23263696","23266528","-","NT_004610.17","6342732","6345564","-","GENE","reference","-","-1","3352"
"391019","LOC391019","1","23316564","23317030","+","NT_004610.17","6395600","6396066","+","GENE","reference","-","5","391019"
"10236","HNRPR","1","23381582","23416090","-","NT_004610.17","6460618","6495126","-","GENE","reference","-","-1","10236"
"80818","ZNF436","1","23431774","23440185","-","NT_004610.17","6510810","6519221","-","GENE","reference","-","-1","80818"
"148898","LOC148898","1","23440856","23443578","+","NT_004610.17","6519892","6522614","+","GENE","reference","-","-1","148898"
"6920","TCEA3","1","23452861","23496567","-","NT_004610.17","6531897","6575603","-","GENE","reference","-","-1","6920"
"55616","UPLC1","1","23500362","23555977","-","NT_004610.17","6579398","6635013","-","GENE","reference","-","-1","55616"
"1870","E2F2","1","23578228","23603019","-","NT_004610.17","6657264","6682055","-","GENE","reference","-","-1","1870"
"3399","ID3","1","23629762","23631591","-","NT_004610.17","6708798","6710627","-","GENE","reference","-","-1","3399"
"6135","RPL11","1","23763600","23768221","+","NT_004610.17","6842636","6847257","+","GENE","reference","-","-1","6135"
"27308","AD7C-NTP","1","23777307","23778744","-","NT_004610.17","6856343","6857780","-","GENE","reference","-","-1","27308"
"6924","TCEB3","1","23815268","23831693","+","NT_004610.17","6894304","6910729","+","GENE","reference","-","-1","6924"
"57095","HT014","1","23850189","23860028","+","NT_004610.17","6929225","6939064","+","GENE","reference","-","-1","57095"
"11313","LYPLA2","1","23862952","23867335","+","NT_004610.17","6941988","6946371","+","GENE","reference","-","-1","11313"
"2582","GALE","1","23867396","23871232","-","NT_004610.17","6946432","6950268","-","GENE","reference","-","-1","2582"
"3155","HMGCL","1","23873683","23897218","-","NT_004610.17","6952719","6976254","-","GENE","reference","-","-1","3155"
"2517","FUCA1","1","23916880","23940081","-","NT_004610.17","6995916","7019117","-","GENE","reference","-","-1","2517"
"1269","CNR2","1","23945766","23985123","-","NT_004610.17","7024802","7064159","-","GENE","reference","-","-1","1269"
"55629","PNRC2","1","24031636","24035237","+","NT_004610.17","7110672","7114273","+","GENE","reference","-","-1","55629"
"10772","FUSIP1","1","24038245","24052127","-","NT_004610.17","7117281","7131163","-","GENE","reference","-","-1","10772"
"127295","LOC127295","1","24079677","24080315","-","NT_004610.17","7158713","7159351","-","GENE","reference","-","4","127295"
"127294","MYOM3","1","24127841","24166799","-","NT_004610.17","7206877","7245835","-","GENE","reference","-","-1","127294"
"58985","IL22RA1","1","24191567","24214917","-","NT_004610.17","7270603","7293953","-","GENE","reference","-","-1","58985"
"163702","IL28RA","1","24225953","24259057","-","NT_004610.17","7304989","7338093","-","GENE","reference","-","-1","163702"
"57822","TFCP2L4","1","24391187","24427114","+","NT_004610.17","7470223","7506150","+","GENE","reference","-","-1","57822"
"90529","LOC90529","1","24428795","24473255","-","NT_004610.17","7507831","7552291","-","GENE","reference","-","-1","90529"
"57185","DJ462O23.2","1","24487622","24544716","+","NT_004610.17","7566658","7623752","+","GENE","reference","-","-1","57185"
"11123","DSCR1L2","1","24574693","24607734","+","NT_004610.17","7653729","7686770","+","GENE","reference","-","-1","11123"
"400746","LOC400746","1","24627908","24681122","+","NT_004610.17","7706944","7760158","+","GENE","reference","-","1","400746"
"10250","SRRM1","1","24714900","24745067","+","NT_004610.17","7793936","7824103","+","GENE","reference","-","-1","10250"
"25932","CLIC4","1","24817154","24916065","+","NT_004610.17","7896190","7995101","+","GENE","reference","-","-1","25932"
"864","RUNX3","1","24971364","25001674","-","NT_004610.17","8050400","8080710","-","GENE","reference","-","-1","864"
"391020","LOC391020","1","25196850","25197251","-","NT_004610.17","8275886","8276287","-","GENE","reference","-","4","391020"
"25949","P29","1","25294467","25304309","-","NT_004610.17","8373503","8383345","-","GENE","reference","-","-1","25949"
"57035","NPD014","1","25314046","25319291","-","NT_004610.17","8393082","8398327","-","GENE","reference","-","-1","57035"
"6007","RHD","1","25344321","25402252","+","NT_004610.17","8423357","8481288","+","GENE","reference","-","-1","6007"
"29768","SDHDP6","1","25365169","25366460","-","NT_004610.17","8444205","8445496","-","GENE","reference","-","-1","29768"
"23585","SMP1","1","25410127","25434168","+","NT_004610.17","8489163","8513204","+","GENE","reference","-","-1","23585"
"6006","RHCE","1","25434115","25492679","-","NT_004610.17","8513151","8571715","-","GENE","reference","-","-1","6006"
"388606","SDHDP7","1","25470518","25471807","+","NT_004610.17","8549554","8550843","+","GENE","reference","-","-1","388606"
"55219","FLJ10747","1","25502727","25520752","+","NT_004610.17","8581763","8599788","+","GENE","reference","-","-1","55219"
"26119","ARH","1","25573281","25579523","+","NT_037485.3","348","6590","+","GENE","reference","-","-1","26119"
"57134","MAN1C1","1","25628105","25795087","+","NT_037485.3","55172","222154","+","GENE","reference","-","-1","57134"
"57190","SEPN1","1","25810813","25828859","+","NT_037485.3","237880","255926","+","GENE","reference","-","-1","57190"
"56181","LOC56181","1","25830830","25843575","+","NT_037485.3","257897","270642","+","GENE","reference","-","-1","56181"
"79000","MGC2603","1","25844643","25869991","-","NT_037485.3","271710","297058","-","GENE","reference","-","-1","79000"
"164091","MPRA","1","25873333","25874701","-","NT_037485.3","300400","301768","-","GENE","reference","-","-1","164091"
"149421","FLJ32206","1","25894814","25903240","-","NT_037485.3","321881","330307","-","GENE","reference","-","-1","149421"
"3925","STMN1","1","25910751","25917510","-","NT_037485.3","337818","344577","-","GENE","reference","-","-1","3925"
"5051","PAFAH2","1","25971457","26008790","-","NT_037485.3","398524","435857","-","GENE","reference","-","-1","5051"
"2134","EXTL1","1","26032413","26047074","+","NT_037485.3","459480","474141","+","GENE","reference","-","-1","2134"
"7780","SLC30A2","1","26049574","26056746","-","NT_037485.3","476641","483813","-","GENE","reference","-","-1","7780"
"84676","RNF28","1","26061940","26078263","-","NT_037485.3","489007","505330","-","GENE","reference","-","-1","84676"
"149420","LOC149420","1","26122468","26136183","+","NT_037485.3","549535","563250","+","GENE","reference","-","-1","149420"
"79927","FLJ14050","1","26169653","26173260","+","NT_037485.3","596720","600327","+","GENE","reference","-","-1","79927"
"51042","ZNF593","1","26180572","26181506","+","NT_037485.3","607639","608573","+","GENE","reference","-","-1","51042"
"10256","CNKSR1","1","26188145","26200517","+","NT_037485.3","615212","627584","+","GENE","reference","-","-1","10256"
"378807","CATSPER4","1","26201261","26213175","+","NT_037485.3","628328","640242","+","GENE","reference","-","-1","378807"
"440576","LOC440576","1","26229466","26231109","-","NT_037485.3","656533","658176","-","GENE","reference","-","2","440576"
"64793","DKFZP434L0117","1","26244835","26289441","+","NT_037485.3","671902","716508","+","GENE","reference","-","-1","64793"
"359780","MRPS6P1","1","26273668","26274031","-","NT_037485.3","700735","701098","-","GENE","reference","-","-1","359780"
"83442","SH3BGRL3","1","26290586","26292155","+","NT_037485.3","717653","719222","+","GENE","reference","-","-1","83442"
"91544","SOC","1","26292915","26317278","-","NT_037485.3","719982","744345","-","GENE","reference","-","-1","91544"
"1043","CDW52","1","26328627","26331156","+","NT_037485.3","755694","758223","+","GENE","reference","-","-1","1043"
"55057","AIM1L","1","26332514","26364763","-","NT_037485.3","759581","791830","-","GENE","reference","-","-1","55057"
"257101","MGC33414","1","26372268","26383408","-","NT_037485.3","799335","810475","-","GENE","reference","-","-1","257101"
"79727","LIN28","1","26421411","26440355","+","NT_037485.3","848478","867422","+","GENE","reference","-","-1","79727"
"440545","LOC440545","1","15003","20972","+","NT_077402.1","15003","20972","+","GENE","reference","-","2","440545"
"403263","OR4G11P","1","52878","53747","+","NT_077402.1","52878","53747","+","GENE","reference","-","-1","403263"
"440546","LOC440546","1","79158","123587","-","NT_077402.1","79158","123587","-","GENE","reference","-","1","440546"
"440547","LOC440547","1","123929","125708","+","NT_077402.1","123929","125708","+","GENE","reference","-","2","440547"
"400724","LOC400724","1","125417","128199","-","NT_077402.1","125417","128199","-","GENE","reference","-","2","400724"
"440548","LOC440548","1","129230","133836","-","NT_077402.1","129230","133836","-","GENE","reference","-","2","440548"
"440549","LOC440549","1","153420","166648","-","NT_077402.1","153420","166648","-","GENE","reference","-","4","440549"
"441866","LOC441866","1","218155","218517","-","NT_077911.1","875","1237","-","GENE","reference","-","4","441866"
"388312","LOC388312","1","360792","369140","+","NT_077912.1","3210","11558","+","GENE","reference","-","1","388312"
"440550","LOC440550","1","369489","392239","+","NT_077912.1","11907","34657","+","GENE","reference","-","2","440550"
"135896","LOC135896","1","407522","494452","+","NT_077912.1","49940","136870","+","GENE","reference","-","2","135896"
"388577","LOC388577","1","501216","503709","-","NT_077912.1","143634","146127","-","GENE","reference","-","2","388577"
"440551","LOC440551","1","569055","607573","-","NT_077913.3","7824","46342","-","GENE","reference","-","2","440551"
"440552","LOC440552","1","608787","610167","+","NT_077913.3","47556","48936","+","GENE","reference","-","2","440552"
"388578","LOC388578","1","678928","785774","-","NT_077913.3","117697","224543","-","GENE","reference","-","2","388578"
"400728","FLJ40008","1","792614","795077","+","NT_077913.3","231383","233846","+","GENE","reference","-","-1","400728"
"79854","FLJ22639","1","801450","802749","-","NT_077913.3","240219","241518","-","GENE","reference","-","-1","79854"
"284591","LOC284591","1","802851","829630","+","NT_077913.3","241620","268399","+","GENE","reference","-","-1","284591"
"284593","FAM41C","1","843489","845605","-","NT_077913.3","282258","284374","-","GENE","reference","-","-1","284593"
"388579","LOC388579","1","847366","849592","+","NT_077913.3","286135","288361","+","GENE","reference","-","1","388579"
"284598","FLJ39609","1","892816","894935","-","NT_077913.3","331585","333704","-","GENE","reference","-","-1","284598"
"441867","LOC441867","1","899675","900346","+","NT_077913.3","338444","339115","+","GENE","reference","-","4","441867"
"148398","SAMD11","1","914833","920104","+","NT_077913.3","353602","358873","+","GENE","reference","-","-1","148398"
"26155","DKFZP564C186","1","919739","934774","-","NT_077913.3","358508","373543","-","GENE","reference","-","-1","26155"
"339451","LOC339451","1","936110","941162","+","NT_077913.3","374879","379931","+","GENE","reference","-","-1","339451"
"84069","DKFZP434H2010","1","941944","950555","+","NT_077913.3","380713","389324","+","GENE","reference","-","-1","84069"
"84808","MGC13275","1","950651","957564","-","NT_077913.3","389420","396333","-","GENE","reference","-","-1","84808"
"57801","HES4","1","974412","975537","-","NT_077913.3","413181","414306","-","GENE","reference","-","-1","57801"
"9636","G1P2","1","988946","989986","+","NT_077913.3","427715","428755","+","GENE","reference","-","-1","9636"
"440553","LOC440553","1","992740","994322","+","NT_077913.3","431509","433091","+","GENE","reference","-","2","440553"
"375790","AGRN","1","995587","1031419","+","NT_077913.3","434356","470188","+","GENE","reference","-","-1","375790"
"441868","LOC441868","1","1033671","1047098","+","NT_077913.3","472440","485867","+","GENE","reference","-","4","441868"
"401934","LOC401934","1","1047120","1047869","-","NT_077913.3","485889","486638","-","GENE","reference","-","4","401934"
"54991","FLJ20584","1","1057128","1067407","-","NT_077913.3","495897","506176","-","GENE","reference","-","-1","54991"
"254099","LOC254099","1","1112320","1119359","+","NT_077913.3","551089","558128","+","GENE","reference","-","-1","254099"
"254173","FLJ36119","1","1155000","1161164","+","NT_077913.3","593769","599933","+","GENE","reference","-","-1","254173"
"8784","TNFRSF18","1","1178812","1182012","-","NT_077913.3","617581","620781","-","GENE","reference","-","-1","8784"
"7293","TNFRSF4","1","1186630","1189435","-","NT_077913.3","625399","628204","-","GENE","reference","-","-1","7293"
"51150","CAB45","1","1192212","1207334","-","NT_077913.3","630981","646103","-","GENE","reference","-","-1","51150"
"126792","B3GALT6","1","1207568","1210341","+","NT_077913.3","646337","649110","+","GENE","reference","-","-1","126792"
"388581","LOC388581","1","1217751","1218766","-","NT_077913.3","656520","657535","-","GENE","reference","-","2","388581"
"118424","UBE2J2","1","1229217","1249157","-","NT_077913.3","667986","687926","-","GENE","reference","-","-1","118424"
"6339","SCNN1D","1","1257499","1267332","+","NT_077913.3","696268","706101","+","GENE","reference","-","-1","6339"
"116983","CENTB5","1","1268867","1278563","-","NT_077913.3","707636","717332","-","GENE","reference","-","-1","116983"
"126789","FLJ90811","1","1283917","1286980","+","NT_077913.3","722686","725749","+","GENE","reference","-","-1","126789"
"54973","FLJ20542","1","1286902","1299973","-","NT_077913.3","725671","738742","-","GENE","reference","-","-1","54973"
"80772","MGC10334","1","1300066","1304199","+","NT_077913.3","738835","742968","+","GENE","reference","-","-1","80772"
"83756","TAS1R3","1","1305147","1310504","+","NT_077913.3","743916","749273","+","GENE","reference","-","-1","83756"
"1855","DVL1","1","1310581","1324683","-","NT_077913.3","749350","763452","-","GENE","reference","-","-1","1855"
"84308","MGC3047","1","1327995","1333838","-","NT_077913.3","766764","772607","-","GENE","reference","-","-1","84308"
"54998","AKIP","1","1349033","1350503","-","NT_077913.3","787802","789272","-","GENE","reference","-","-1","54998"
"148413","LOC148413","1","1420173","1422693","+","NT_077914.2","10378","12898","+","GENE","reference","-","-1","148413"
"55052","MRPL20","1","1422564","1427928","-","NT_077914.2","12769","18133","-","GENE","reference","-","-1","55052"
"441869","LOC441869","1","1439747","1441652","-","NT_077914.2","29952","31857","-","GENE","reference","-","4","441869"
"400729","LOC400729","1","1450920","1455385","-","NT_077914.2","41125","45590","-","GENE","reference","-","2","400729"
"64856","WARP","1","1456176","1461413","+","NT_077914.2","46381","51618","+","GENE","reference","-","-1","64856"
"219293","FLJ37183","1","1483314","1490805","+","NT_077914.2","73519","81010","+","GENE","reference","-","-1","219293"
"83858","ATAD3B","1","1492476","1516849","+","NT_077914.2","82681","107054","+","GENE","reference","-","-1","83858"
"55210","ATAD3A","1","1532822","1555331","+","NT_077914.2","123027","145536","+","GENE","reference","-","-1","55210"
"339453","LOC339453","1","1555875","1560993","-","NT_077914.2","146080","151198","-","GENE","reference","-","2","339453"
"29101","HSPC182","1","1562321","1595529","-","NT_077914.2","152526","185734","-","GENE","reference","-","-1","29101"
"984","CDC2L1","1","1666482","1686433","-","NT_004350.17","14665","34616","-","GENE","reference","-","-1","984"
"400730","LOC400730","1","1688216","1695505","+","NT_004350.17","36399","43688","+","GENE","reference","-","1","400730"
"9906","SLC35E2","1","1695843","1709593","-","NT_004350.17","44026","57776","-","GENE","reference","-","-1","9906"
"65220","FLJ13052","1","1714835","1743670","-","NT_004350.17","63018","91853","-","GENE","reference","-","-1","65220"
"2782","GNB1","1","1748892","1854657","-","NT_004350.17","97075","202840","-","GENE","reference","-","-1","2782"
"163688","CAGLP","1","1878709","1880895","+","NT_004350.17","226892","229078","+","GENE","reference","-","-1","163688"
"339456","LOC339456","1","1881192","1882869","-","NT_004350.17","229375","231052","-","GENE","reference","-","-1","339456"
"339457","LOC339457","1","1885559","1891530","-","NT_004350.17","233742","239713","-","GENE","reference","-","-1","339457"
"85452","KIAA1751","1","1916914","1967438","-","NT_004350.17","265097","315621","-","GENE","reference","-","-1","85452"
"2563","GABRD","1","1983005","1994352","+","NT_004350.17","331188","342535","+","GENE","reference","-","-1","2563"
"5590","PRKCZ","1","2014232","2148989","+","NT_004350.17","362415","497172","+","GENE","reference","-","-1","5590"
"199990","FLJ31031","1","2148079","2158376","-","NT_004350.17","496262","506559","-","GENE","reference","-","-1","199990"
"440554","LOC440554","1","2161632","2169670","-","NT_004350.17","509815","517853","-","GENE","reference","-","2","440554"
"6497","SKI","1","2192296","2271618","+","NT_004350.17","540479","619801","+","GENE","reference","-","-1","6497"
"79906","FLJ13941","1","2284858","2355155","-","NT_004350.17","633041","703338","-","GENE","reference","-","-1","79906"
"11079","RER1","1","2355491","2367352","+","NT_004350.17","703674","715535","+","GENE","reference","-","-1","11079"
"5192","PEX10","1","2368405","2376172","-","NT_004350.17","716588","724355","-","GENE","reference","-","-1","5192"
"9651","KIAA0450","1","2442691","2469131","+","NT_004350.17","790874","817314","+","GENE","reference","-","-1","9651"
"55229","PANK4","1","2472137","2490197","-","NT_004350.17","820320","838380","-","GENE","reference","-","-1","55229"
