"4927617","0.916201","276543","255013","11","5"
"4927618","0.899185","271820","255013","12","5"
"5113775","0.226664","67951","311245","13","5"
"5113776","0.283775","86620","311245","14","5"
"5133401","0.259230","77764","301691","13","5"
"5133402","0.328757","100311","301691","14","5"
"5363141","0.637531","192634","240168","13","5"
"5363142","0.641551","194895","240168","14","5"
"5375115","0.657082","198621","146628","13","5"
"5375116","0.324521","99082","146628","14","5"
"5408939","0.712695","215533","50204","13","5"
"5408940","0.662690","201481","50204","14","5"
"5469459","0.813368","245793","291627","13","5"
"5469460","0.792608","240216","291627","14","5"
"5530251","0.914029","276189","271300","13","5"
"5530252","0.902648","273147","271300","14","5"
"5545589","0.939835","283858","255013","13","5"
"5545590","0.928124","280718","255013","14","5"
"5811461","0.218345","115114","487853","15","4"
"5811462","0.227403","124513","487853","16","4"
"5821571","0.227754","120169","311245","15","4"
"5821572","0.270996","147791","311245","16","4"
"5857495","0.261977","138131","301691","15","4"
"5857496","0.318002","172628","301691","16","4"
"6278625","0.659602","348696","468395","15","4"
"6278626","0.651227","348544","468395","16","4"
"6285007","0.665692","351887","146628","15","4"
"6285008","0.694100","370607","146628","16","4"
"6299199","0.678945","358983","50204","15","4"
"6299200","0.600457","321897","50204","16","4"
"6371119","0.747558","394943","240168","15","4"
"6371120","0.760242","404872","240168","16","4"
"6427829","0.801578","423298","291627","15","4"
"6427830","0.758773","404131","291627","16","4"
"6472721","0.844186","445744","487852","15","4"
"6472722","0.879419","466171","487852","16","4"
"6541693","0.909624","480230","271300","15","4"
"6541694","0.897026","475325","271300","16","4"
"6547613","0.915247","483190","487850","15","4"
"6547614","0.879377","466147","487850","16","4"
"6563279","0.929927","491023","255013","15","4"
"6563280","0.916721","485538","255013","16","4"
"6882923","0.231698","122969","487853","17","4"
"6882924","0.233493","128935","487853","18","4"
"6889569","0.238262","126292","311245","17","4"
"6889570","0.296586","162297","311245","18","4"
"6925229","0.271877","144122","301691","17","4"
"6925230","0.343575","187506","301691","18","4"
"7361707","0.684633","362361","240168","17","4"
"7361708","0.686792","367879","240168","18","4"
"7388497","0.710315","375756","50204","17","4"
"7388498","0.635206","340792","50204","18","4"
"7400285","0.721305","381650","468395","17","4"
"7400286","0.718678","384291","468395","18","4"
"7403803","0.724605","383409","146628","17","4"
"7403804","0.780242","415881","146628","18","4"
"7502427","0.818534","432721","291627","17","4"
"7502428","0.791792","421694","291627","18","4"
"7544635","0.858491","453825","487852","17","4"
"7544636","0.902412","478354","487852","18","4"
"7614117","0.924648","488566","271300","17","4"
"7614118","0.915049","484994","271300","18","4"
"7631137","0.940750","497076","487850","17","4"
"7631138","0.906612","480578","487850","18","4"
"7640461","0.949868","501738","255013","17","4"
"7640462","0.940186","497766","255013","18","4"
"7831703","0.130252","69488","255013","19","6"
"7831704","0.122959","66160","255013","20","6"
"7832781","0.131212","70027","271300","19","6"
"7832782","0.121426","65339","271300","20","6"
"7991661","0.280423","149467","311245","19","6"
"7991662","0.257701","138037","311245","20","6"
"8001605","0.289979","154439","301691","19","6"
"8001606","0.265675","142353","301691","20","6"
"8026903","0.314068","167088","487852","19","6"
"8026904","0.281358","150505","487852","20","6"
"8095549","0.378348","201411","291627","19","6"
"8095550","0.348610","186217","291627","20","6"
"8227041","0.502457","267157","487850","19","6"
"8227042","0.469538","250369","487850","20","6"
"8254719","0.528681","280996","50204","19","6"
"8254720","0.505241","269117","50204","20","6"
"8268093","0.541414","287683","240168","19","6"
"8268094","0.536875","285594","240168","20","6"
"8403017","0.670310","355145","468395","19","6"
"8403018","0.712494","377609","468395","20","6"
"8627927","0.884432","467600","146628","19","6"
"8627928","0.971213","513102","146628","20","6"
"8748351","0.999652","527812","487853","19","6"
"8748352","0.999553","527875","487853","20","6"
